ingredient,bridging_score
caja_fruit,0.0003254783277273957
russian_champagne,0.00032479518976101843
celery_seed,0.00032317772328192953
red_algae,0.00032251028913749235
cicuta_virosa_oil,0.00032208696603437193
neroli,0.0003209018666455688
fermented_tea_leaf_oil,0.0003176785645356206
lemongrass,0.0003160194819894433
onion_juice,0.00031410066949018333
cream,0.00031334750194466043
cayenne_rosewood,0.0003062944662421599
jammus_citronella_oil,0.00030459515970188714
citronella,0.0003026264654249694
sesame_oil,0.0002989772724261513
lovage_root,0.00029740260290800645
origanum,0.00029550219016719336
houttuynia_cordata_oil,0.0002939501961612722
salmon_caviar,0.00029038742610181385
lavender,0.0002821273925159053
egg_noodle,0.0002812444140781962
bisabol_myrrh,0.0002768348784336545
caraway,0.000276632013689301
calamus,0.0002759172306596001
anise_brandy,0.0002727356641330231
lemon_peel_oil,0.0002710134015637835
sherry,0.00027083530859417173
oak_leaf,0.0002686166944141343
cloudberry,0.0002668929325026639
russian_peppermint_oil,0.0002656924925777706
orange_juice,0.0002650955951708285
hop_oil,0.00026471785740138945
tonka_bean_seed,0.00026434594553031797
rhus_cotinus_leaf,0.0002637816276804268
ananas_sativus,0.0002583377911942812
winter_savory,0.00025562079031103436
scallion,0.0002552677586258147
sea_buckthorn,0.000255258044109889
myrrh,0.0002514816680363439
horse_mackerel,0.00024653054835134064
red_wine,0.0002464017407600065
valerian_oil,0.00023992524429918805
michelia_champaca_oil,0.00023973182561525373
raspberry,0.00023824596929220162
palmarosa_oil,0.00023802172014548748
smoke,0.00023587566464459834
bantu_beer,0.00023472772782434095
cape_gooseberry,0.0002327970882105381
ceylon_tea_citronella_oil,0.0002291193804665709
thyme,0.0002288181182431617
penang_benzoin,0.00022837433520162174
pinus_jeffreyi_terpentine,0.0002282401778141029
wild_grape,0.00022694593259456173
palm_oil,0.00022554681217460188
artemisia_hausiliensis,0.00022449645668972353
sea_algae,0.00022377607319699615
palm_fruit,0.00022345843260542783
plant,0.00022283818903968253
strawberry,0.00022272984300836463
yellow_mombin,0.0002214082390325186
cymbopogon_citralis_oil,0.0002213284330561767
black_currant,0.00021832266571004342
shellfish,0.0002169434904957124
brandy,0.00021573123111526761
roquefort_cheese,0.00021513785726443992
date,0.000214712534654945
cereal,0.00021469259596820794
salmon_roe,0.00021406022174315256
calyptranthes_parriculata,0.00021344321570854446
buttermilk,0.00021311204244641412
cabbage_juice,0.00021288639874662656
wine,0.0002126063955685064
tomato_juice,0.0002116223423103573
copaiba,0.00021134553742880964
petitgrain_bigarade,0.00021019952597461363
ham,0.00021010252145507204
strawberry_juice,0.00020986093839770324
mulberry_leaf,0.0002089020889703925
brazilian_sassafras_oil,0.00020698115712266843
olive_oil,0.00020656206924721612
anise,0.00020604737309066923
garcia_mangostana,0.00020532030617005423
pickled_plum,0.0002017788129062629
orris,0.0001977761199494723
melissa_oil,0.00019764974761478162
bilberry_wine,0.00019739609967897058
japanese_star_anise,0.00019730403406426482
bitter_fennel,0.00019729736357793924
orange_peel,0.00019668886294500998
fruit_juice,0.00019600686476606432
myrtle,0.00019596820214455544
spermaceti_oil,0.0001959093291284495
red_sage,0.0001947985681152381
mentha_timija,0.00019448530071369433
taiwan_citronella,0.0001938752482033397
roasted_mate,0.00019248198013273497
german_chamomile_oil,0.0001907069319357988
mentha_viridis,0.0001889783038282868
orthodon_citraliferum,0.0001887627005384511
california_orange,0.00018871650384065872
orange_peel_oil,0.00018783574767621404
magnolia_oil,0.00018677102331712746
vanilla_oil,0.00018515724913209782
wild_bergamot,0.00018444321984447133
roasted_onion,0.0001833104939402919
japanese_peppermint_oil,0.00018319413720926472
guava,0.00018314881707851574
mountain_papaya,0.00018311061389224813
cinchona_officinalis,0.00018168839811211348
black_tea_oil,0.0001812121527762382
lettuce,0.00018104612877660662
snap_bean,0.00018029288321807658
lemon_balm,0.00017799092028193718
mentha_citrata,0.0001771102445950067
trifolium_pratense_leaf_oil,0.0001769845059398165
bitter_orange_leaf,0.0001766822785313922
cumin_oil,0.00017627499963582843
long_pepper,0.00017575695002723307
sperm_whale_oil,0.0001752879020246017
french_peppermint_oil,0.00017450779007260403
cherimoya,0.00017288960194758804
mangosteen,0.00017263991796741837
fish_oil,0.0001718329454093319
rue,0.00017161284264199275
lesquerella_seed,0.0001709216044240088
macaroni,0.00017081560056810764
passion_fruit_wine,0.0001701194570203142
bitter_orange_peel_oil,0.00016985958795706003
pelargonium,0.00016942663699722588
blackberry,0.00016941186571983418
rice,0.0001692811083024937
abies_balsamea_oil,0.00016913955104180543
petasites_fragrans,0.00016905050070724142
heracleum_candicans_oil,0.00016890266526680463
spike_oil,0.00016888471681100577
bitter_orange_flower_oil,0.00016845754506491424
wasabi,0.00016828272751542454
roasted_pork,0.00016676436733839003
thea_chinensis_oil,0.00016623731537653922
temple_orange_juice,0.00016525134934011317
jasmine_oil,0.00016512336356731328
israeli_orange,0.00016467373820717705
litsea_guatemalensis,0.0001640616772493553
russian_star_anise,0.00016397288871011347
chickpea,0.00016369763352074262
phellodendron_amurense,0.00016369594920974322
corn_flake,0.00016274500954634657
pennyroyal_oil,0.00016199946842294908
seseli_sibiricum,0.00016168964111592935
watermelon,0.00016165260341067337
sheep_cheese,0.00016079529373757743
niaouli_oil,0.00016037933239407967
eucalyptus_oil,0.00016009589727653093
chinese_star_anise,0.00015934550152596328
silk_fibrooin,0.00015889279904947586
eucalyptus_citridora,0.00015821698453888822
ceylon_tea_cinnamon_leaf,0.00015805744720469238
zingiberaceae,0.00015722383422260943
dacrydium_colensoi,0.00015722110017171872
ximenia_aegyptiaca,0.00015718473729043304
oak_musk,0.00015703776740216653
jasmine,0.00015599492961527732
chamaecyparis_pisifera,0.00015564630320309586
violet_flower_oil,0.0001556236019362766
zanthoxylum_piperitum_fruit_oil,0.00015458594311936431
beet,0.0001543925369217161
california_pepper,0.00015371735187998616
cottage_cheese,0.00015289781516935862
finnish_whiskey,0.00015280987348356885
corn_mint,0.00015242085238687986
monodora_grandiflora,0.00015120983549873684
lemon_peel,0.0001509252896995755
armagnac,0.00015066814063467355
cypress_oil,0.00015008119770078173
eucalyptus_hemilampra,0.0001499630547456641
thymus_mastichina,0.00014936163323617908
lavandin,0.00014897625260353156
bergamot_oil,0.0001481237852487476
thai_pepper,0.00014747100672617223
american_peppermint_oil,0.0001469637924386059
turnip,0.00014532865568435467
boronia_ledifolia_leaf,0.00014467876625982843
elsholtzia_ciliata_oil,0.00014421875501734687
fumaria_officinalis,0.0001437151947995941
hedychium_spicatum,0.00014317713342632937
valerian,0.00014281623130668684
mimosa_oil,0.00014270651112212521
juniper_berry,0.00014267008230430962
angelica_oil,0.0001425573504465889
passiflora_edulis,0.0001425524152047307
ligusticum_acutilobum_oil,0.00014234431058616823
baeckea_citriodora,0.00014158571546652173
waste_wort,0.00014072322010560287
clary_sage_oil,0.00013991114363550022
lean_fish,0.00013956910999330714
agarwood,0.0001394442551833417
capsicum_annuum,0.00013916975324925807
spanish_origanum,0.00013852615011435886
chicken_broth,0.0001380190884158129
botrytized_wine,0.00013779411935110444
starfruit,0.00013772182416465137
pomelo_peel,0.00013768052768658228
key_lime_leaf,0.00013721954433509775
kabosu_peel_oil,0.00013685095338021908
loganberry,0.000136435802559376
artemisia_frigida,0.000135860340358577
siam_benzoin,0.000135391017279327
abies_canadensis,0.00013468609971768123
carob,0.0001340359881632071
artemisia_santolinifolia,0.00013383864912215693
rabbiteye_blueberry,0.00013348316254035975
sphaeranthus_indicus_oil,0.000133288883238896
palmarosa,0.00013311028433768087
caraway_seed,0.00013307674085746388
roasted_sesame_seed,0.00013214032960196805
cigarette,0.00013187922371440836
lavender_oil,0.0001317175941318317
french_lavender,0.00013169726890467393
piper_chaba,0.00013164706067576523
citrus_peel,0.00013129616506531047
mint,0.00013091210711295719
leek,0.00012950110172033264
roasted_peanut,0.00012939760581656568
spanish_sage,0.00012931890324247423
patchouli_oil,0.00012924093512891764
hinoki,0.00012897204274194742
zanthoxylum_rhetsa,0.0001287768020978827
lovage_leaf,0.00012863091383471536
corn_oil,0.00012843524310014883
cumin,0.00012746377656862562
mentha_aquatica,0.0001271867881367331
laminaria_japonica,0.0001269994921098885
petitgrain,0.00012691212687659042
pandanus_odoratissimus,0.00012675372819482474
wood_oil,0.00012662791489794465
polyalthia_canangioides_flower,0.00012654242106799855
lavender_delphinensis,0.00012636750859273553
annona_reticulata,0.00012633422388010673
narcissus,0.00012542137672989068
phebalium_dentatum,0.0001252181686851829
barosma_pulchella_oil,0.0001251615586225898
lemongrass_oil,0.00012462928581025878
durian,0.00012425679484390003
agaricus,0.00012399407658304952
andropogon_gragrans,0.00012361679422309214
datura_stramonium,0.00012336847221518346
violet_leaf_oil,0.00012314774932841252
apple_sauce,0.00012273774313268862
wax_jambu,0.00012245981700342956
pinus_excelsa,0.000121857279658786
oatmeal,0.00012183259089289914
bitter_orange_oil,0.00012149498556866798
guava_peel,0.00012139606824532369
shiitake,0.00012057409244800975
port_wine,0.0001205261850024916
milk_fat,0.00011973249223375174
juniperus_sabina,0.00011930721232730967
seychelles_tea,0.00011863001296998633
angelica_root_oil,0.00011857904745072724
crepis_foetida_root,0.00011847953537706316
petitgrain_lemon,0.00011763890380457875
alpinia_malaccensis,0.00011728159329778992
grape_vine,0.00011725828217726434
lavandin_oil,0.00011661119293658541
bay_laurel_oil,0.00011622417076498785
laurel_leaf_oil,0.00011590037853390942
cantaloupe,0.00011548373055980845
borosma_pulchellum,0.00011520960058438175
butter,0.000115116165105932
orthodon_tenuicaule_oil,0.00011502418352124856
bacon,0.00011500108376672429
yellow_passion_fruit,0.00011489190421819757
chinese_cinnamon,0.00011441856530537799
loiseleuria_procumbens,0.0001141747045998185
chayote,0.00011395342319247871
roasted_malt,0.00011374941477076907
lauraceae,0.00011351107368038267
anise_hyssop,0.00011327919522980393
perovski_abrotanoides_oil,0.00011326023738556954
malt,0.00011113888432291319
mentha_crispa,0.00010987658070981714
petitgrain_lime_oil,0.00010976106960925858
senecio_kaempferi,0.00010972561060659211
rhodotorula_glutinis,0.00010964358748078256
boronia_anemonifolia,0.00010964350543443501
hogweed,0.00010944014947951265
peanut_butter,0.00010925899640444198
malagueta_pepper,0.00010898464956497251
plum,0.00010830555216889469
papaya,0.00010819936113714604
melaleuca_trichostachya_oil,0.00010800418932780428
caucus,0.00010784828665493047
mandarin_oil,0.00010740319281851037
meat,0.00010731415019686476
cognac_oil,0.00010668031709821635
purple_passion_fruit,0.00010623103077828661
eucalyptus_dives_oil,0.00010570879699798415
jasmine_tea,0.00010554119132357826
brewed_tea,0.00010554119132357826
dried_green_tea,0.00010554119132357826
fermented_russian_black_tea,0.00010554119132357826
kola_tea,0.00010554119132357826
dried_black_tea,0.00010554119132357826
calabash_nutmeg,0.00010540234062129093
dried_spinach,0.00010482682736713005
hyacinth_oil,0.00010470468411023453
corn_mint_oil,0.00010450507172763788
eucalyptus,0.00010449361482614809
dill_seed,0.00010424997561908027
florida_orange_juice,0.00010389439883287285
mango,0.0001038911426371974
tobacco_leaf_oil,0.0001030899979532665
thuja_plicata,0.00010245852967388799
grape_brandy,0.0001019805673736698
bulgarian_rose_oil,0.0001016518919690714
basil_oil,0.00010159386846459787
mint_oil,0.00010139593099934969
crisp_bread,0.00010116364108782465
maple_syrup,9.987194775061374e-05
fermented_shrimp,9.950575447777824e-05
carob_fruit,9.934501646810419e-05
japanese_mint,9.818633479613469e-05
ashanti_pepper,9.809631180158015e-05
tea,9.7989388979551e-05
oak_tar_oil,9.790627592907965e-05
sesame_seed_oil,9.782254406026368e-05
spanish_origanum_oil,9.772789856285987e-05
corn_grit,9.751132726026948e-05
jamaican_rum,9.735396726466522e-05
california_orange_peel,9.709880281452982e-05
mexican_linaloe,9.695219236291937e-05
grape_syrup,9.686859604390059e-05
corn_salad,9.680351045599292e-05
beef,9.626804348651043e-05
artemisia_arborescens,9.625699533214116e-05
pimenta,9.586389717135346e-05
galbanum_oil,9.576936070598587e-05
strawberry_jam,9.536564652911598e-05
echinacea,9.517335831790939e-05
rye_bread,9.488568934024953e-05
peru_balsam,9.430738021443485e-05
tsuga_canadensis_oil,9.41387381481615e-05
plum_brandy,9.405403893603432e-05
mexican_lime,9.394632679644677e-05
randia_formosa_flower,9.359209731980256e-05
beef_broth,9.317396708183708e-05
japanese_hop_oil,9.313716413980965e-05
porcini,9.31124488465282e-05
wheat,9.307999634834582e-05
bergamot,9.299048296537742e-05
black_pepper,9.277851529183203e-05
capsicum,9.274063867483776e-05
tabasco_pepper,9.259013697886685e-05
potato_chip,9.198325503594675e-05
litsea_odorifera_leaf_oil,9.18636309629027e-05
nectarine,9.166340101214167e-05
fermented_tea,9.122882358174454e-05
garlic_oil,9.081480794136483e-05
huckleberry,9.028570303062741e-05
ceylon_tea,9.024134811948072e-05
mushroom,8.977701307892483e-05
umbelliferae,8.97303798103821e-05
acacia_farnesiana,8.872670599565043e-05
orchid,8.83735036381803e-05
buchu,8.813977849473328e-05
shoro,8.799411945549903e-05
orthodon_linalooliferum,8.776610164059884e-05
citrus_peel_oil,8.738000100803851e-05
garlic,8.71820731081887e-05
cayenne,8.709647983271048e-05
litsea_zeylanica,8.698482790990874e-05
algae,8.683821278215154e-05
wild_rice,8.681596212266863e-05
satsuma_mandarin_peel,8.648369175823192e-05
narcissus_oil,8.643143457271272e-05
japanese_peppermint,8.612901783790245e-05
benzoin,8.600088878134286e-05
loquat,8.574779213783217e-05
cocoa_leaf,8.542675387944226e-05
congo_geranium,8.511340688611589e-05
mastic_gum_oil,8.502773062182127e-05
nezara_viridula,8.50159434377928e-05
dairy,8.498653196928659e-05
cacao,8.493061985292283e-05
blue_cheese,8.443297234528933e-05
lavender_vera_oil,8.435953117560117e-05
blenheim_apricot,8.42594043181715e-05
picea_balsamea_oil,8.387178076826632e-05
apple_brandy,8.386844914392151e-05
artemisia_herba_alba,8.383887871451964e-05
cheddar_cheese,8.364892286374045e-05
squash,8.348615034502916e-05
elsholtzia_argyi,8.215968318421882e-05
babaco,8.186451779174413e-05
asarum_arifolium_root_oil,8.175114865993293e-05
mutton_liver,8.16697078907811e-05
cupressus_lusitanica,8.140825608271542e-05
chamomile,8.102316642503527e-05
smoked_summer_sausage,8.101957603212428e-05
litsea_guatemalensis_oil,8.08086346051107e-05
melaleuca_oil,8.040298625401409e-05
swiss_cheese,8.030171212807072e-05
rye_flour,8.023480268576797e-05
cumin_fruit_oil,7.996236188515455e-05
bulgarian_rose,7.974215721130057e-05
cajeput_oil,7.9451744014626e-05
sassafras_root_oil,7.935169374782318e-05
while_thyme_oil,7.926289760628565e-05
hybrid_passion_fruit_juice,7.924215777040332e-05
mandarin_leaf_oil,7.85958356195679e-05
enokidake,7.855334092650239e-05
soybean,7.837418859287746e-05
sudachi,7.837164937053557e-05
pine_oil,7.761001290993489e-05
summer_savory,7.760614223338307e-05
thuja_articulata_bark_oil,7.735646888791787e-05
chenopodium,7.693966047864381e-05
bay,7.653236358533398e-05
gruyere_cheese,7.651883698324682e-05
raw_beef,7.613475746277302e-05
ceylon_citronella_oil,7.607423462485526e-05
barosma_pulchella_leaf_oil,7.587856297527956e-05
orange_tree,7.586319996402777e-05
grapefruit_blossom,7.564291375210038e-05
citrus_oil,7.504072005004686e-05
citrus_limetta_oil,7.50395876380449e-05
clary_sage,7.499658695664045e-05
spearmint,7.496492249710987e-05
myrocarpus_fastigiatus,7.49255593561848e-05
muscat_grape_juice,7.47412115963532e-05
beet_juice,7.462092648929219e-05
roasted_chicory_root,7.443680976693302e-05
eucalyptus_globulus_oil,7.435089286004232e-05
petitgrain_lemon_oil,7.430286402571482e-05
achasma_walang,7.426208363122146e-05
butterfat,7.421143181548106e-05
acacia,7.301630555958449e-05
atropa_belladonna_leaf,7.2909554228843e-05
okra,7.235970406032526e-05
magnolia_tripetala,7.229316912432044e-05
cognac,7.22479100506397e-05
artemisia_camphorata,7.162056941270622e-05
carphephorus_corymbosus_leaf,7.129084428439103e-05
mentha_verticillata,7.120728101239877e-05
castoreum,7.110512161247262e-05
eucalyptus_macarthurii,7.102619315405103e-05
kaempferia_ethel_bulb_oil,7.065653181759999e-05
manila_copal,7.062360173105698e-05
carnation_oil,6.999181668784652e-05
pineapple,6.987789867753153e-05
agastache_formosana,6.969292536389744e-05
muscat_grape,6.964913232738939e-05
bulgarian_clary_sage_oil,6.949231308470176e-05
nepeta_japonica,6.947381450015747e-05
dried_parsley,6.941675734523419e-05
oxidized_milk,6.926572197283421e-05
violet,6.91442014473347e-05
kale,6.903066993352246e-05
choke_cherry,6.815913215913065e-05
coprosma_foetidissima_leaf,6.815546629367383e-05
sweet_basil,6.790799135029879e-05
sage,6.768767189320023e-05
kiwi,6.738351137663895e-05
origanum_oil,6.730822111315364e-05
mastic_gum_leaf_oil,6.716358563658733e-05
clam,6.690490193896883e-05
jaborandi_leaf_oil,6.670193904349551e-05
irish_whiskey,6.651764929304847e-05
litsea_zeylanica_oil,6.648472980066281e-05
myrocarpus_frondosus,6.612258848698197e-05
baked_potato,6.567940670123121e-05
trametes_graveolens,6.552152290257249e-05
fried_cured_pork,6.498982253239216e-05
black_sesame_seed,6.484237355567524e-05
gelatin,6.472592370336541e-05
mace,6.467027750683708e-05
rose_oil,6.455470686563026e-05
italian_lime,6.419505793773658e-05
smoked_pork_belly,6.393703749775294e-05
bulgarian_peppermint,6.383446755626969e-05
vetiver,6.372586669053031e-05
beet_root,6.358631897282317e-05
grapefruit_juice,6.338273922585721e-05
sheep_milk,6.329538335695834e-05
wheat_bran,6.28276253552799e-05
wheat_flake,6.28276253552799e-05
whole_grain_wheat_flour,6.28276253552799e-05
melilotus_officinalis_flower,6.224510490600075e-05
artemisia_transiliensis,6.221296851117751e-05
artemisia_scoparia,6.181842634816142e-05
cloudberry_oil,6.17362558283505e-05
pear_brandy,6.169314901604406e-05
boletus_scaber,6.153756013326329e-05
beech,6.14007019936989e-05
domiati_cheese,6.119700021889065e-05
curcuma_aromatica,6.113555902928e-05
pinus_jeffreyi,6.097892484419997e-05
teucrium_chamaedrys,6.052060720005251e-05
grapefruit,6.024715578796038e-05
melilotus_officinalis,6.021871483740683e-05
valencia_orange_oil,6.017596252295029e-05
sugarcane,5.994900617226857e-05
vitis_labrusca_juice,5.9910470121910016e-05
elderberry,5.990205936869642e-05
celery,5.986476229269283e-05
lingonberry,5.9794387610509557e-05
geraniaceae,5.965694211491099e-05
mashed_potato,5.9583044879179835e-05
leptospermum_citratum,5.956458714665759e-05
smoked_pork,5.955873739864625e-05
abies_concolor,5.905411132722721e-05
unprocessed_rice,5.871732695330482e-05
